id,title,year,released_month,genre,rated,runtime,language,director,writer,main_actor,metascore,rating,votes,budget,gross
"1053","It's Kind of a Funny Story","2010","Oct","Comedy","PG-13","101","English","Anna Boden, Ryan Fleck","Anna Boden","Keir Gilchrist","63","72","101402","8000000","6350058"
"1054","Seeking Justice","2011","Sep","Action","R","105","English","Roger Donaldson","Todd Hickey","Nicolas Cage","38","62","37905","17000000","390571"
"1055","Divergent","2014","Mar","Adventure","PG-13","139","English","Neil Burger","Evan Daugherty","Shailene Woodley","48","68","321438","85000000","150947895"
"1056","Into the Woods","2014","Dec","Adventure","PG","125","English","Rob Marshall","James Lapine","Anna Kendrick","69","60","95095","50000000","128002372"
"1057","Bellflower","2011","Mar","Action","R","106","English","Evan Glodell","Evan Glodell","Evan Glodell","72","64","6703","17000","167242"
"1058","Prisoners","2013","Sep","Crime","R","153","English","Denis Villeneuve","Aaron Guzikowski","Hugh Jackman","74","81","357614","46000000","61002302"
"1059","By the Sea","2015","Dec","Drama","R","122","English","Angelina Jolie","Angelina Jolie","Brad Pitt","44","52","4534","10000000","531009"
"1060","Don 2","2011","Dec","Action","NOT RATED","148","Hindi","Farhan Akhtar","Farhan Akhtar","Priyanka Chopra","49","71","35917","16700000","3680306"
"1061","Ted 2","2015","Jun","Comedy","R","115","English","Seth MacFarlane","Seth MacFarlane","Mark Wahlberg","48","64","98958","68000000","81257500"
"1062","My All American","2015","Nov","Biography","PG","118","English","Angelo Pizzo","Angelo Pizzo","Aaron Eckhart","34","69","1222","20000000","2246000"
"1063","Battle Los Angeles","2011","Mar","Action","PG-13","116","English","Jonathan Liebesman","Christopher Bertolini","Aaron Eckhart","37","58","152175","70000000","83441911"
"1064","Selma","2014","Jan","Biography","PG-13","128","English","Ava DuVernay","Paul Webb","David Oyelowo","89","75","56835","20000000","52066000"
"1065","Free Birds","2013","Nov","Animation","PG","91","English","Jimmy Hayward","Scott Mosier","Owen Wilson","38","59","17413","55000000","55747724"
"1066","Legend of the Guardians: The Owls of Ga'Hoole","2010","Sep","Animation","PG","97","English","Zack Snyder","John Orloff","Emily Barclay","53","70","63751","80000000","55673333"
"1067","Best of Enemies","2015","Jul","Documentary","R","87","English","Robert Gordon, Morgan Neville","Robert Gordon","Paul Newman","77","76","2420","1000000","891997"
"1068","Footloose","2011","Feb","Drama","PG","107","English","Herbert Ross","Dean Pitchford","Kevin Bacon","N/A","65","49370","24000000","51780537"
"1069","Radio Free Albemuth","2010","Jun","Drama","R","111","English","John Alan Simon","John Alan Simon","Shea Whigham","35","58","1084","3600000","5553"
"1070","Paranormal Activity 2","2010","Oct","Horror","R","91","English","Tod Williams","Michael R. Perry","David Bierend","53","57","79495","3000000","84752907"
"1071","Paranormal Activity 3","2011","Oct","Horror","R","83","English","Henry Joost, Ariel Schulman","Christopher Landon","Lauren Bittner","59","58","74705","5000000","104007828"
"1072","Edge of Darkness","2010","Jan","Crime","R","117","English","Martin Campbell","William Monahan","Mel Gibson","55","66","73323","80000000","43290977"
"1073","Paranormal Activity 4","2012","Oct","Horror","R","88","English","Henry Joost, Ariel Schulman","Christopher Landon","Katie Featherston","40","46","49373","5000000","53808234"
"1074","The Spy Next Door","2010","Jan","Action","PG","94","English","Brian Levant","Jonathan Bernstein","Jackie Chan","27","54","28886","28000000","24268828"
"1075","Song One","2014","Jan","Drama","PG-13","86","English","Kate Barker-Froyland","Kate Barker-Froyland","Anne Hathaway","48","58","6216","6000000","32251"
"1076","The Rum Diary","2011","Oct","Comedy","R","120","English","Bruce Robinson","Bruce Robinson","Johnny Depp","56","62","85065","45000000","13100042"
"1077","Prom","2011","Apr","Comedy","PG","104","English","Joe Nussbaum","Katie Wech","Aimee Teegarden","50","54","12316","8000000","10106233"
"1078","Sparkle","2012","Aug","Drama","PG-13","116","English","Salim Akil","Mara Brock Akil","Jordin Sparks","54","56","5108","17000000","24397469"
"1079","Take Me Home Tonight","2011","Mar","Comedy","R","97","English","Michael Dowse","Jackie Filgo","Topher Grace","42","63","42963","23000000","6923891"
"1080","Evil Dead","2013","Apr","Fantasy","R","91","English","Fede Alvarez","Fede Alvarez","Jane Levy","57","65","120124","17000000","54239856"
"1081","Henry's Crime","2010","Jan","Comedy","R","108","English","Malcolm Venville","Sacha Gervasi","Keanu Reeves","49","60","15072","12000000","101882"
"1082","Life of Pi","2012","Nov","Adventure","PG","127","English","Ang Lee","Yann Martel","Suraj Sharma","79","80","420635","120000000","124987023"
"1083","The To Do List","2013","Jul","Comedy","R","104","English","Maggie Carey","Maggie Carey","Aubrey Plaza","61","58","28197","1500000","3447339"
"1084","Decoding Annie Parker","2013","May","Drama","R","91","English","Steven Bernstein","Adam Bernstein","Rashida Jones","56","63","2281","2000000","39850"
"1085","The Ghost Writer","2010","Mar","Crime","PG-13","128","English","Roman Polanski","Robert Harris","Ewan McGregor","77","72","129448","45000000","15541549"
"1086","The Cabin in the Woods","2012","Apr","Fantasy","R","95","English","Drew Goddard","Joss Whedon","Kristen Connolly","72","70","265907","30000000","42043633"
"1087","The Mechanic","2011","Jan","Action","R","93","English","Simon West","Richard Wenk","Jason Statham","49","66","114292","40000000","29121498"
"1088","Brave","2012","Jun","Animation","PG","93","English","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman","Kelly Macdonald","69","72","261453","185000000","237283207"
"1089","Repentance","2013","Mar","Comedy","PG","153","Georgian","Tengiz Abuladze","Tengiz Abuladze","Avtandil Makharadze","N/A","84","2569","5000000","1179327"
"1090","5 Flights Up","2014","May","Drama","PG-13","92","English","Richard Loncraine","Charlie Peters","Morgan Freeman","55","61","4010","6000000","1013061"
"1091","Dope","2015","Jun","Comedy","R","103","English","Rick Famuyiwa","Rick Famuyiwa","Rakim Mayers","72","73","42961","700000","17474107"
"1092","Drive Angry","2011","Feb","Action","R","104","English","Patrick Lussier","Todd Farmer","Nicolas Cage","44","55","80147","50000000","10706786"
"1093","The Hangover Part II","2011","May","Comedy","R","102","English","Todd Phillips","Craig Mazin","Bradley Cooper","44","65","363853","80000000","254464305"
"1094","The FP","2011","Mar","Comedy","R","82","English","Brandon Trost, Jason Trost","Jason Trost","Jason Trost","48","56","1358","60000","40557"
"1095","Upside Down","2012","May","Drama","PG-13","114","English","Juan Solanas","Juan Solanas","Jim Sturgess","45","64","56319","60000000","102118"
"1096","Chef","2014","May","Comedy","R","114","English","Jon Favreau","Jon Favreau","Jon Favreau","68","73","129954","11000000","30640336"
"1097","Mortdecai","2015","Jan","Action","R","107","English","David Koepp","Eric Aronson","Johnny Depp","27","55","42020","60000000","7605668"
"1098","Moneyball","2011","Sep","Biography","PG-13","133","English","Bennett Miller","Steven Zaillian","Brad Pitt","87","76","275870","50000000","75605492"
"1099","The Queen of Versailles","2012","Aug","Documentary","PG","100","English","Lauren Greenfield","Lauren Greenfield","Lorraine Barrett","80","71","10321","1000000","2401652"
"1100","The Fighter","2010","Dec","Biography","R","116","English","David O. Russell","Scott Silver","Mark Wahlberg","79","79","266801","25000000","93617009"
"1101","Just Go with It","2011","Feb","Comedy","PG-13","117","English","Dennis Dugan","Allan Loeb","Adam Sandler","33","64","167178","80000000","103028109"
"1102","Shark Night 3D","2011","Sep","Horror","PG-13","90","English","David R. Ellis","Will Hayes","Sara Paxton","22","40","20273","25000000","18872522"
"1103","Southpaw","2015","Jul","Action","R","124","English","Antoine Fuqua","Kurt Sutter","Jake Gyllenhaal","57","75","127655","30000000","52316554"
"1104","How Do You Know","2010","Dec","Comedy","PG-13","121","English","James L. Brooks","James L. Brooks","Reese Witherspoon","46","53","34187","120000000","30212620"
"1105","Safe House","2012","Feb","Action","R","115","English","Daniel Espinosa","David Guggenheim","Denzel Washington","52","68","161708","85000000","126373434"
"1106","Snow White and the Huntsman","2012","Jun","Action","PG-13","127","English","Rupert Sanders","Evan Daugherty","Kristen Stewart","57","61","216774","170000000","155136755"
"1107","The Nut Job","2014","Jan","Animation","PG","85","English","Peter Lepeniotis","Lorne Cameron","Will Arnett","37","58","18700","42000000","64238770"
"1108","In My Sleep","2010","Apr","Drama","PG-13","104","English","Allen Wolf","Allen Wolf","Philip Winchester","33","56","1675","1000000","57190"
"1109","Fort McCoy","2011","Aug","Drama","R","100","English","Kate Connor, Michael Worth","Kate Connor","Eric Stoltz","47","58","242","3000000","71006"
"1110","Courageous","2011","Sep","Drama","PG-13","129","English","Alex Kendrick","Alex Kendrick","Ken Bevel","42","70","14704","2000000","34522221"
"1111","The Bounty Hunter","2010","Mar","Action","PG-13","110","English","Andy Tennant","Sarah Thorp","Gerard Butler","22","55","92803","40000000","67061228"
"1112","Skyfall","2012","Nov","Action","PG-13","143","English","Sam Mendes","Neal Purvis","Daniel Craig","81","78","501704","200000000","304360277"
"1113","You Will Meet a Tall Dark Stranger","2010","Oct","Comedy","R","98","English","Woody Allen","Woody Allen","Gemma Jones","51","63","34876","22000000","3247816"
"1114","California Solo","2012","Jan","Drama","NOT RATED","94","English","Marshall Lewy","Marshall Lewy","Robert Carlyle","62","63","861","200000","14518"
"1115","Stalingrad","2013","Jan","Drama","NOT RATED","134","German","Joseph Vilsmaier","Jürgen Büscher","Dominique Horwitz","N/A","75","23357","30000000","1013945"
"1116","Hot Pursuit","2015","May","Action","PG-13","87","English","Anne Fletcher","David Feeney","Reese Witherspoon","31","51","30216","35000000","34507079"
"1117","The Perfect Guy","2015","Sep","Drama","PG-13","100","English","David M. Rosenthal","Alan B. McElroy","Sanaa Lathan","36","54","4735","12000000","57017904"
"1118","300: Rise of an Empire","2014","Mar","Action","R","102","English","Noam Murro","Zack Snyder","Sullivan Stapleton","48","63","214091","110000000","106580051"
"1119","Ted","2012","Jun","Comedy","R","106","English","Seth MacFarlane","Seth MacFarlane","Mark Wahlberg","62","70","452848","50000000","218815487"
"1120","Paddington","2014","Jan","Comedy","PG","95","English","Paul King","Paul King","Tim Downie","77","72","46043","55000000","76223578"
"1121","8: The Mormon Proposition","2010","Jan","Documentary","R","80","English","Reed Cowan, Steven Greenstreet","Reed Cowan","Spencer Jones","55","71","1116","2500000","100135"
"1122","The Artist","2011","Jan","Comedy","PG-13","100","English","Michel Hazanavicius","Michel Hazanavicius","Jean Dujardin","89","80","184004","15000000","44667095"
"1123","The Grace Card","2010","Feb","Drama","PG-13","101","English","David G. Evans","Howard Klausner","Michael Joiner","43","64","1987","200000","2428241"
"1124","Lucy","2014","Jul","Action","R","89","English","Luc Besson","Luc Besson","Scarlett Johansson","61","64","308431","40000000","125480625"
"1125","House of Good and Evil","2013","Oct","Horror","NOT RATED","108","English","David Mun","Blu de Golyer","Rae Olivier","N/A","55","3368","150000","560000"
"1126","Hoodwinked Too! Hood vs. Evil","2011","Apr","Animation","PG","86","English","Mike Disa","Cory Edwards","Hayden Panettiere","20","48","9401","30000000","10134754"
"1127","The Hobbit: An Unexpected Journey","2012","Dec","Adventure","PG-13","169","English","Peter Jackson","Fran Walsh","Ian McKellen","58","79","613072","180000000","303003568"
"1128","The Runaways","2010","Mar","Biography","R","106","English","Floria Sigismondi","Floria Sigismondi","Kristen Stewart","65","66","38284","10000000","3571735"
"1129","Serena","2014","Feb","Drama","R","109","English","Susanne Bier","Christopher Kyle","Jennifer Lawrence","36","54","15628","30000000","176305"
"1130","Dysfunctional Friends","2012","Feb","Comedy","NOT RATED","111","English","Corey Grant","Corey Grant","Stacey Dash","N/A","53","682","1800000","13546"
